,id,home,away,home_goals,away_goals,tot_goals,goals_over_under,odd_goals_over1,odd_goals_under1,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2,goal_line1,type_gl1,odds_gl1,goal_line2,type_gl2,odds_gl2,double_chance1,odds_dc1,double_chance2,odds_dc2,double_chance3,odds_dc3,draw_no_bet_team1,odds_dnb1,draw_no_bet_team2,odds_dnb2,event_day,media_goals_home,media_victories_home,media_goals_away,media_victories_away,h2h_mean,home_h2h_mean,away_h2h_mean,res_goals_over_under,asian_handicap1_1,asian_handicap1_2,asian_handicap2_1,asian_handicap2_2,diff_goals,classificacao_ah1,classificacao_ah2,ah1_positivo,ah1_negativo,ah1_reembolso,ah1_indefinido,ah1_meio_ganho,ah2_positivo,ah2_negativo,ah2_reembolso,ah2_indefinido,ah2_meio_ganho,ah2_meia_perda,goal_line1_1,goal_line1_2,goal_line2_1,goal_line2_2,classificacao_gl1,classificacao_gl2,gl1_positivo,gl1_negativo,gl1_reembolso,gl1_indefinido,gl1_meio_ganho,gl1_meia_perda,gl2_positivo,gl2_negativo,gl2_reembolso,gl2_indefinido,gl2_meio_ganho,gl2_meia_perda,res_double_chance1,res_double_chance2,res_double_chance3,res_draw_no_bet1,res_draw_no_bet2,dnb1_ganha,dnb1_perde,dnb1_reembolso,dnb1_indefinido,dnb2_ganha,dnb2_perde,dnb2_reembolso,dnb2_indefinido
342,173584454,11275024,11275025,0.0,1.0,1.0,2.5,1.050,8.500,-1.5,1,1.900,+1.5,2,1.800,5.5,1.0,1.850,5.5,2.0,1.850,Al Ain FC (A1ose) or Draw,1.125,Draw or Pohang Steelers (HUNTER),2.600,Al Ain FC (A1ose) or Pohang Steelers (HUNTER),1.100,1,1.222,2,4.000,20250425,,,,,,,,False,-1.5,-1.5,1.5,1.5,-1.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.5,5.5,5.5,5.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
343,173588293,11235431,11239465,3.0,4.0,7.0,2.5,1.050,8.500,"-0.5, -1.0",1,1.850,"+0.5, +1.0",2,1.850,"5.5, 6.0",1.0,1.900,"5.5, 6.0",2.0,1.800,Bologna (Kravatskhelia) or Draw,1.285,Draw or Fiorentina (cl1vlind),1.950,Bologna (Kravatskhelia) or Fiorentina (cl1vlind),1.125,1,1.400,2,2.750,20250425,,,,,,,,True,-0.5,-1.0,0.5,1.0,-1.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.5,6.0,5.5,6.0,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
344,173588289,11234197,11224616,1.0,3.0,4.0,2.5,1.111,6.000,"0.0, +0.5",1,1.850,"0.0, -0.5",2,1.850,5.0,1.0,1.900,5.0,2.0,1.800,Roma (Koftovsky) or Draw,1.615,Draw or Juventus (Uncle),1.363,Roma (Koftovsky) or Juventus (Uncle),1.222,1,2.200,2,1.615,20250425,,,,,,,,True,0.0,0.5,0.0,-0.5,-2.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.0,5.0,5.0,5.0,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
345,173584464,11275025,11275023,2.0,1.0,3.0,2.5,1.142,5.000,"0.0, +0.5",1,1.775,"0.0, -0.5",2,1.925,4.5,1.0,1.850,4.5,2.0,1.850,Pohang Steelers (HUNTER) or Draw,1.571,Draw or Gangwon FC (_Pedro_69),1.444,Pohang Steelers (HUNTER) or Gangwon FC (_Pedro_69),1.142,1,2.000,2,1.727,20250425,,,,,,,,True,0.0,0.5,0.0,-0.5,1.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.5,4.5,4.5,4.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
346,173584461,11275027,11275024,1.0,5.0,6.0,2.5,1.083,7.000,+0.5,1,1.875,-0.5,2,1.825,5.0,1.0,1.800,5.0,2.0,1.900,Al Nassr (Kyba51) or Draw,1.833,Draw or Al Ain FC (A1ose),1.300,Al Nassr (Kyba51) or Al Ain FC (A1ose),1.125,1,2.500,2,1.500,20250425,,,,,,,,True,0.5,0.5,-0.5,-0.5,-4.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.0,5.0,5.0,5.0,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
347,173588307,11239465,11234197,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
348,173588318,11224616,11225896,3.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,indefinido,indefinido,False,False,False,True,False,False,False,True
349,173584467,11275023,11275027,2.0,2.0,4.0,2.5,1.142,5.000,,,,,,,,,,,,,Gangwon FC (_Pedro_69) or Draw,1.550,Draw or Al Nassr (Kyba51),1.500,Gangwon FC (_Pedro_69) or Al Nassr (Kyba51),1.142,1,1.909,2,1.800,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
350,173584470,11275024,11275026,0.0,4.0,4.0,2.5,1.111,6.000,,,,,,,,,,,,,Al Ain FC (A1ose) or Draw,1.166,Draw or Al Hilal (WellBeck06_09),2.200,Al Ain FC (A1ose) or Al Hilal (WellBeck06_09),1.125,1,1.285,2,3.500,20250425,,,,,,,,True,,,,,-4.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
351,173588322,11239465,11225896,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
352,173588326,11235431,11234197,7.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,4.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
353,173584473,11275026,11275023,2.0,6.0,8.0,2.5,1.200,4.333,,,,,,,,,,,,,Al Hilal (WellBeck06_09) or Draw,1.571,Draw or Gangwon FC (_Pedro_69),1.363,Al Hilal (WellBeck06_09) or Gangwon FC (_Pedro_69),1.222,1,2.100,2,1.666,20250425,,,,,,,,True,,,,,-4.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
354,173584476,11275027,11275025,2.0,2.0,4.0,2.5,1.200,4.333,,,,,,,,,,,,,Al Nassr (Kyba51) or Draw,1.222,Draw or Pohang Steelers (HUNTER),1.909,Al Nassr (Kyba51) or Pohang Steelers (HUNTER),1.166,1,1.400,2,2.750,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
355,173588328,11225896,11235431,0.0,2.0,2.0,2.5,1.050,8.500,,,,,,,,,,,,,Napoli (Senior) or Draw,1.700,Draw or Bologna (Kravatskhelia),1.363,Napoli (Senior) or Bologna (Kravatskhelia),1.166,1,2.200,2,1.615,20250425,,,,,,,,False,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
356,173588330,11224616,11239465,1.0,1.0,2.0,2.5,1.111,6.000,"0.0, -0.5",1,1.800,"0.0, +0.5",2,1.900,5.0,1.0,1.900,5.0,2.0,1.800,Juventus (Uncle) or Draw,1.285,Draw or Fiorentina (cl1vlind),1.615,Juventus (Uncle) or Fiorentina (cl1vlind),1.285,1,1.533,2,2.375,20250425,,,,,,,,False,0.0,-0.5,0.0,0.5,0.0,meia_perda,meio_ganho,False,False,False,False,True,False,False,False,False,True,False,5.0,5.0,5.0,5.0,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
357,173584481,11275026,11275025,4.0,2.0,6.0,2.5,1.200,4.333,,,,,,,,,,,,,Al Hilal (WellBeck06_09) or Draw,1.444,Draw or Pohang Steelers (HUNTER),1.444,Al Hilal (WellBeck06_09) or Pohang Steelers (HUNTER),1.222,1,1.833,2,1.833,20250425,,,,,,,,True,,,,,2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
358,173584486,11275024,11275023,2.0,3.0,5.0,2.5,1.111,6.000,,,,,,,,,,,,,Al Ain FC (A1ose) or Draw,1.200,Draw or Gangwon FC (_Pedro_69),2.000,Al Ain FC (A1ose) or Gangwon FC (_Pedro_69),1.166,1,1.333,2,3.250,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
359,173588334,11235431,11224616,0.0,1.0,1.0,2.5,1.030,10.000,,,,,,,,,,,,,Bologna (Kravatskhelia) or Draw,1.333,Draw or Juventus (Uncle),1.700,Bologna (Kravatskhelia) or Juventus (Uncle),1.166,1,1.571,2,2.250,20250425,,,,,,,,False,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
360,173588336,11234197,11225896,4.0,3.0,7.0,2.5,1.100,6.500,,,,,,,,,,,,,Roma (Koftovsky) or Draw,1.615,Draw or Napoli (Senior),1.363,Roma (Koftovsky) or Napoli (Senior),1.200,1,2.200,2,1.615,20250425,,,,,,,,True,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
361,173584498,11275025,11275024,0.0,0.0,0.0,2.5,1.083,7.000,,,,,,,,,,,,,Pohang Steelers (HUNTER) or Draw,2.300,Draw or Al Ain FC (A1ose),1.181,Pohang Steelers (HUNTER) or Al Ain FC (A1ose),1.125,1,3.750,2,1.250,20250425,,,,,,,,False,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
362,173584505,11275027,11275026,1.0,8.0,9.0,2.5,1.250,3.750,,,,,,,,,,,,,Al Nassr (Kyba51) or Draw,1.444,Draw or Al Hilal (WellBeck06_09),1.500,Al Nassr (Kyba51) or Al Hilal (WellBeck06_09),1.222,1,1.833,2,1.833,20250425,,,,,,,,True,,,,,-7.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
363,173588339,11224616,11234197,5.0,0.0,5.0,2.5,1.111,6.000,"0.0, -0.5",1,1.775,"0.0, +0.5",2,1.925,5.0,1.0,1.900,5.0,2.0,1.800,Juventus (Uncle) or Draw,1.285,Draw or Roma (Koftovsky),1.700,Juventus (Uncle) or Roma (Koftovsky),1.222,1,1.533,2,2.375,20250425,,,,,,,,True,0.0,-0.5,0.0,0.5,5.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,5.0,5.0,5.0,5.0,reembolso,reembolso,False,False,True,False,False,False,False,False,True,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
364,173588341,11239465,11235431,3.0,1.0,4.0,2.5,1.050,8.500,+0.5,1,1.900,-0.5,2,1.800,"5.5, 6.0",1.0,1.900,"5.5, 6.0",2.0,1.800,Fiorentina (cl1vlind) or Draw,1.833,Draw or Bologna (Kravatskhelia),1.300,Fiorentina (cl1vlind) or Bologna (Kravatskhelia),1.142,1,2.625,2,1.444,20250425,,,,,,,,True,0.5,0.5,-0.5,-0.5,2.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,5.5,6.0,5.5,6.0,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
365,173584508,11275024,11275027,2.0,2.0,4.0,2.5,1.111,6.000,,,,,,,,,,,,,Al Ain FC (A1ose) or Draw,1.250,Draw or Al Nassr (Kyba51),2.000,Al Ain FC (A1ose) or Al Nassr (Kyba51),1.125,1,1.400,2,2.750,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
366,173584511,11275023,11275025,1.0,2.0,3.0,2.5,1.142,5.000,,,,,,,,,,,,,Gangwon FC (_Pedro_69) or Draw,1.500,Draw or Pohang Steelers (HUNTER),1.571,Gangwon FC (_Pedro_69) or Pohang Steelers (HUNTER),1.142,1,1.800,2,1.909,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
367,173588345,11234197,11239465,2.0,2.0,4.0,2.5,1.100,6.500,,,,,,,,,,,,,Roma (Koftovsky) or Draw,1.600,Draw or Fiorentina (cl1vlind),1.444,Roma (Koftovsky) or Fiorentina (cl1vlind),1.181,1,2.000,2,1.727,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
368,173588350,11225896,11224616,2.0,4.0,6.0,2.5,1.125,5.500,,,,,,,,,,,,,Napoli (Senior) or Draw,1.533,Draw or Juventus (Uncle),1.444,Napoli (Senior) or Juventus (Uncle),1.181,1,1.909,2,1.800,20250425,,,,,,,,True,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
369,173584513,11275027,11275023,1.0,5.0,6.0,2.5,1.142,5.000,,,,,,,,,,,,,Al Nassr (Kyba51) or Draw,1.571,Draw or Gangwon FC (_Pedro_69),1.500,Al Nassr (Kyba51) or Gangwon FC (_Pedro_69),1.142,1,1.833,2,1.833,20250425,,,,,,,,True,,,,,-4.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
370,173584516,11275026,11275024,3.0,2.0,5.0,2.5,1.111,6.000,,,,,,,,,,,,,Al Hilal (WellBeck06_09) or Draw,2.150,Draw or Al Ain FC (A1ose),1.200,Al Hilal (WellBeck06_09) or Al Ain FC (A1ose),1.125,1,3.400,2,1.300,20250425,,,,,,,,True,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
371,173584519,11275023,11275026,1.0,2.0,3.0,2.5,1.142,5.000,"0.0, -0.5",1,1.850,"0.0, +0.5",2,1.850,4.5,1.0,1.850,4.5,2.0,1.850,Gangwon FC (_Pedro_69) or Draw,1.333,Draw or Al Hilal (WellBeck06_09),1.600,Gangwon FC (_Pedro_69) or Al Hilal (WellBeck06_09),1.222,1,1.615,2,2.200,20250425,,,,,,,,True,0.0,-0.5,0.0,0.5,-1.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.5,4.5,4.5,4.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
372,173584521,11275025,11275027,1.0,1.0,2.0,2.5,1.166,4.500,"0.0, +0.5",1,1.750,"0.0, -0.5",2,1.950,"4.0, 4.5",1.0,1.800,"4.0, 4.5",2.0,1.900,Pohang Steelers (HUNTER) or Draw,1.550,Draw or Al Nassr (Kyba51),1.444,Pohang Steelers (HUNTER) or Al Nassr (Kyba51),1.181,1,2.000,2,1.727,20250425,,,,,,,,False,0.0,0.5,0.0,-0.5,0.0,meio_ganho,meia_perda,False,False,False,False,False,False,False,False,False,False,True,4.0,4.5,4.0,4.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
373,173588352,11225924,11239473,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,indefinido,indefinido,False,False,False,True,False,False,False,True
374,173588357,11235442,11235438,4.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,indefinido,indefinido,False,False,False,True,False,False,False,True
375,173588369,11235438,11225924,5.0,2.0,7.0,2.5,1.050,8.500,,,,,,,,,,,,,Croatia (Kravatskhelia) or Draw,1.363,Draw or Mexico (Senior),1.666,Croatia (Kravatskhelia) or Mexico (Senior),1.166,1,1.615,2,2.200,20250425,,,,,,,,True,,,,,3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
376,173588374,11239473,11224521,2.0,5.0,7.0,2.5,1.125,5.500,,,,,,,,,,,,,Netherlands (cl1vlind) or Draw,1.600,Draw or Portugal (Uncle),1.300,Netherlands (cl1vlind) or Portugal (Uncle),1.250,1,2.250,2,1.571,20250425,,,,,,,,True,,,,,-3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
377,173584524,11275065,11275066,3.0,4.0,7.0,2.5,1.200,4.333,,,,,,,,,,,,,River Plate (HUNTER) or Draw,1.500,Draw or Real Madrid (WellBeck06_09),1.500,River Plate (HUNTER) or Real Madrid (WellBeck06_09),1.222,1,1.833,2,1.833,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
378,173584527,11275063,11275064,3.0,3.0,6.0,2.5,1.100,6.500,,,,,,,,,,,,,Man City (_Pedro_69) or Draw,2.150,Draw or PSG (A1ose),1.166,Man City (_Pedro_69) or PSG (A1ose),1.125,1,3.400,2,1.300,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
379,173588379,11225924,11235442,6.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
380,173588376,11224521,11235438,2.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
381,173584530,11275064,11275065,6.0,2.0,8.0,2.5,1.100,6.500,,,,,,,,,,,,,PSG (A1ose) or Draw,1.166,Draw or River Plate (HUNTER),2.400,PSG (A1ose) or River Plate (HUNTER),1.100,1,1.250,2,3.750,20250425,,,,,,,,True,,,,,4.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
382,173584532,11275066,11275070,3.0,2.0,5.0,2.5,1.200,4.333,0.0,1,1.850,0.0,2,1.850,"4.0, 4.5",1.0,1.925,"4.0, 4.5",2.0,1.775,Real Madrid (WellBeck06_09) or Draw,1.500,Draw or Boca Juniors (Kyba51),1.500,Real Madrid (WellBeck06_09) or Boca Juniors (Kyba51),1.166,1,1.833,2,1.833,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,1.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.0,4.5,4.0,4.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
383,173588381,11235442,11224521,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
384,173588384,11235438,11239473,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
385,173584534,11275070,11275064,3.0,3.0,6.0,2.5,1.083,7.000,,,,,,,,,,,,,Boca Juniors (Kyba51) or Draw,2.150,Draw or PSG (A1ose),1.166,Boca Juniors (Kyba51) or PSG (A1ose),1.166,1,3.500,2,1.285,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
386,173584543,11275065,11275063,3.0,4.0,7.0,2.5,1.200,4.333,,,,,,,,,,,,,River Plate (HUNTER) or Draw,1.571,Draw or Man City (_Pedro_69),1.500,River Plate (HUNTER) or Man City (_Pedro_69),1.142,1,2.000,2,1.727,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
